tag	chr	start	end	ID	Name	Note
23024889	6	23057309	23057584	Os06g38850	Os06g38850	expressed protein
23024889	6	23066609	23068151	Os06g38870	Os06g38870	expressed protein
23024889	6	23069888	23070145	Os06g38880	Os06g38880	hypothetical protein
23024889	6	23087238	23088194	Os06g38910	Os06g38910	expressed protein
23024889	6	23094018	23097524	Os06g38930	Os06g38930	leucine-rich repeat receptor protein kinase EXS precursor%2C putative%2C expressed
23095565	6	23098857	23102037	Os06g38940	Os06g38940	RMD5 homolog A%2C putative%2C expressed
23103446	6	23105225	23113098	Os06g38950	Os06g38950	ABC transporter%2C ATP-binding protein%2C putative%2C expressed
23118287	6	23119058	23122451	Os06g38960	Os06g38960	expressed protein
23131581	6	23131644	23136961	Os06g38970	Os06g38970	expressed protein
23131581	6	23135703	23141103	Os06g38980	Os06g38980	polyadenylate-binding protein%2C putative%2C expressed
23137249	6	23144699	23148851	Os06g38990	Os06g38990	receptor-like protein kinase 2 precursor%2C putative%2C expressed
23153583	6	23156209	23156631	Os06g39000	Os06g39000	expressed protein
23156200	6	23157561	23158460	Os06g39010	Os06g39010	expressed protein
23170094	6	23172469	23173143	Os06g39030	Os06g39030	expressed protein
23178131	6	23181234	23184507	Os06g39040	Os06g39040	dehydrogenase/reductase SDR family member 12%2C putative%2C expressed
23180145	6	23185057	23186296	Os06g39050	Os06g39050	syntaxin%2C putative%2C expressed
23185386	6	23187192	23189067	Os06g39060	Os06g39060	glucan endo-1%2C3-beta-glucosidase precursor%2C putative%2C expressed
23189147	6	23196356	23198035	Os06g39070	Os06g39070	UDP-glucoronosyl and UDP-glucosyl transferase%2C putative%2C expressed
23203065	6	23204560	23206053	Os06g39080	Os06g39080	UDP-glucoronosyl and UDP-glucosyl transferase domain containing protein%2C expressed
23216275	6	23217723	23217995	Os06g39100	Os06g39100	expressed protein
23225215	6	23227135	23228392	Os06g39110	Os06g39110	expressed protein
23229329	6	23232523	23233878	Os06g39120	Os06g39120	expressed protein
23234718	6	23237934	23238370	Os06g39130	Os06g39130	hypothetical protein
23238327	6	23241294	23243266	Os06g39140	Os06g39140	hemoglobin-like protein HbO%2C putative%2C expressed
23276003	6	23277560	23279017	Os06g39200	Os06g39200	expressed protein
23285252	6	23289524	23292315	Os06g39230	Os06g39230	aldehyde dehydrogenase%2C putative%2C expressed
23291291	6	23293234	23294078	Os06g39240	Os06g39240	endothelial differentiation-related factor 1%2C putative%2C expressed
23301048	6	23303668	23307061	Os06g39260	Os06g39260	solute carrier family 35 member B1%2C putative%2C expressed
23309814	6	23310213	23311951	Os06g39270	Os06g39270	UDP-glucoronosyl and UDP-glucosyl transferase domain containing protein%2C expressed
23315145	6	23316095	23316869	Os06g39290	Os06g39290	expressed protein
23330973	6	23333337	23335038	Os06g39330	Os06g39330	UDP-glucoronosyl and UDP-glucosyl transferase domain containing protein%2C expressed
23340129	6	23343928	23350820	Os06g39344	Os06g39344	enoyl-CoA hydratase/isomerase family protein%2C putative%2C expressed
23365118	6	23367125	23368831	Os06g39370	Os06g39370	OsFBK16 - F-box domain and kelch repeat containing protein%2C expressed
23369372	6	23372309	23373379	Os06g39380	Os06g39380	hypothetical protein
23374261	6	23379156	23381415	Os06g39390	Os06g39390	transferase family protein%2C putative%2C expressed
23395004	6	23401150	23401367	Os06g39410	Os06g39410	expressed protein
23405271	6	23405702	23407359	Os06g39420	Os06g39420	expressed protein
23409669	6	23414386	23415490	Os06g39440	Os06g39440	amidophosphoribosyltransferase%2C chloroplast precursor%2C putative%2C expressed
23415484	6	23438875	23440545	Os06g39470	Os06g39470	transferase family protein%2C putative%2C expressed
23441204	6	23442839	23449453	Os06g39480	Os06g39480	SPOC domain containing protein%2C putative%2C expressed
23448281	6	23451675	23452180	Os06g39500	Os06g39500	expressed protein
23448281	6	23456586	23456903	Os06g39510	Os06g39510	expressed protein
23448281	6	23458896	23464913	Os06g39515	Os06g39515	expressed protein
23461624	6	23467234	23471693	Os06g39520	Os06g39520	myristoyl-acyl carrier protein thioesterase%2C chloroplast precursor%2C putative%2C expressed
23474052	6	23475628	23477096	Os06g39530	Os06g39530	expressed protein
23475731	6	23485966	23487154	Os06g39550	Os06g39550	hypothetical protein
23488287	6	23490831	23491495	Os06g39560	Os06g39560	expressed protein
23495297	6	23495374	23495873	Os06g39580	Os06g39580	hypothetical protein
23499804	6	23501973	23503503	Os06g39590	Os06g39590	OsIAA23 - Auxin-responsive Aux/IAA gene family member%2C expressed
23503964	6	23505577	23510206	Os06g39600	Os06g39600	protein phosphatase 2C%2C putative%2C expressed
23508259	6	23514150	23514945	Os06g39610	Os06g39610	expressed protein
23536884	6	23540782	23547199	Os06g39640	Os06g39640	PINHEAD%2C putative%2C expressed
23544572	6	23547462	23549621	Os06g39650	Os06g39650	pentatricopeptide%2C putative%2C expressed
23548384	6	23549713	23552682	Os06g39660	Os06g39660	FAD binding domain containing protein%2C expressed
23552126	6	23559642	23563074	Os06g39690	Os06g39690	SOUL heme-binding protein%2C putative%2C expressed
23561229	6	23566354	23568406	Os06g39700	Os06g39700	DNA-directed RNA polymerase subunit alpha%2C putative%2C expressed
23561229	6	23571658	23571879	Os06g39704	Os06g39704	photosystem II reaction center protein H%2C putative
23561229	6	23572435	23573961	Os06g39708	Os06g39708	photosystem II P680 chlorophyll A apoprotein%2C putative%2C expressed
23561229	6	23574363	23575246	Os06g39712	Os06g39712	OsClp10 - Putative Clp protease homologue%2C expressed
23561229	6	23576532	23577119	Os06g39716	Os06g39716	chloroplast 30S ribosomal protein S18%2C putative%2C expressed
23561229	6	23577156	23577561	Os06g39718	Os06g39718	chloroplast 50S ribosomal protein L33%2C putative%2C expressed
23561229	6	23580417	23580668	Os06g39728	Os06g39728	cytochrome b559 subunit alpha%2C putative
23561229	6	23582192	23583154	Os06g39738	Os06g39738	apocytochrome f precursor%2C putative%2C expressed
23561229	6	23584498	23585055	Os06g39744	Os06g39744	photosystem I assembly protein ycf4%2C putative%2C expressed
23561229	6	23585866	23586186	Os06g39748	Os06g39748	expressed protein
23561229	6	23586381	23586782	Os06g39752	Os06g39752	expressed protein
23574110	6	23589443	23590939	Os06g39740	Os06g39740	ATP synthase subunit beta%2C putative%2C expressed
23574110	6	23590936	23591349	Os06g39756	Os06g39756	ATP synthase epsilon chain%2C putative%2C expressed
23600233	6	23608738	23611100	Os06g39750	Os06g39750	3-ketoacyl-CoA synthase%2C putative%2C expressed
23612212	6	23613102	23621154	Os06g39760	Os06g39760	WD domain%2C G-beta repeat domain containing protein%2C expressed
23614195	6	23632462	23634203	Os06g39780	Os06g39780	cytochrome P450%2C putative%2C expressed
23614195	6	23649633	23649977	Os06g39800	Os06g39800	expressed protein
23649857	6	23653851	23654303	Os06g39810	Os06g39810	expressed protein
23649857	6	23662018	23662748	Os06g39830	Os06g39830	expressed protein
23649857	6	23670088	23670844	Os06g39850	Os06g39850	expressed protein
23649857	6	23674237	23674614	Os06g39860	Os06g39860	expressed protein
23649857	6	23685179	23688296	Os06g39870	Os06g39870	26S protease regulatory subunit 8%2C putative%2C expressed
23689118	6	23689553	23691740	Os06g39875	Os06g39875	ras-related protein%2C putative%2C expressed
23699276	6	23704714	23707248	Os06g39880	Os06g39880	cytochrome P450 72A1%2C putative%2C expressed
23718786	6	23721773	23726847	Os06g39900	Os06g39900	agenet domain containing protein%2C putative%2C expressed
23727803	6	23732555	23734536	Os06g39906	Os06g39906	homeobox domain containing protein%2C expressed
23736015	6	23736833	23737879	Os06g39912	Os06g39912	expressed protein
23765110	6	23773207	23776880	Os06g39960	Os06g39960	bZIP transcription factor domain containing protein%2C expressed
23774743	6	23777679	23780888	Os06g39970	Os06g39970	CESA11 - cellulose synthase%2C expressed
23794196	6	23795556	23796130	Os06g40010	Os06g40010	expressed protein
23806977	6	23812298	23815104	Os06g40030	Os06g40030	S-locus-like receptor protein kinase%2C putative%2C expressed
23820619	6	23821372	23823339	Os06g40040	Os06g40040	protein of unknown function domain containing protein%2C expressed
23820619	6	23823461	23827296	Os06g40050	Os06g40050	mitochondrial carrier protein%2C putative%2C expressed
23838863	6	23843212	23847174	Os06g40060	Os06g40060	glycosyltransferase family protein%2C putative%2C expressed
23845034	6	23847493	23851042	Os06g40070	Os06g40070	NADP-dependent oxidoreductase%2C putative%2C expressed
23851213	6	23853714	23858061	Os06g40080	Os06g40080	heme oxygenase 1%2C putative%2C expressed
23858469	6	23863461	23864522	Os06g40090	Os06g40090	VQ domain containing protein%2C putative%2C expressed
23871742	6	23873478	23874725	Os06g40110	Os06g40110	RNA polymerase Rpc34 subunit family protein%2C expressed
23874957	6	23875408	23879965	Os06g40120	Os06g40120	SPX domain containing protein%2C putative%2C expressed
23877948	6	23883431	23883856	Os06g40130	Os06g40130	expressed protein
23884842	6	23890741	23891334	Os06g40140	Os06g40140	expressed protein
23890849	6	23898256	23899830	Os06g40150	Os06g40150	AP2 domain containing protein%2C expressed
23898821	6	23900369	23904502	Os06g40160	Os06g40160	expressed protein
23908320	6	23908918	23913797	Os06g40170	Os06g40170	phospholipase D%2C putative%2C expressed
23921152	6	23921940	23924921	Os06g40180	Os06g40180	phospholipase D%2C putative%2C expressed
23926320	6	23928702	23932372	Os06g40190	Os06g40190	phospholipase D%2C putative%2C expressed
23930750	6	23935975	23942393	Os06g40200	Os06g40200	calcium-binding mitochondrial carrier CBG00135%2C putative%2C expressed
23946629	6	23949819	23950694	Os06g40210	Os06g40210	expressed protein
23954491	6	23956151	23958718	Os06g40220	Os06g40220	OsFBX199 - F-box domain containing protein%2C expressed
23960663	6	23963768	23966175	Os06g40230	Os06g40230	expressed protein
23989584	6	24001339	24003188	Os06g40320	Os06g40320	expressed protein
24003494	6	24005099	24012308	Os06g40330	Os06g40330	MYB family transcription factor%2C putative%2C expressed
24025496	6	24033673	24036841	Os06g40360	Os06g40360	OsFBL30 - F-box domain and LRR containing protein%2C expressed
24035838	6	24038926	24044791	Os06g40370	Os06g40370	CAMK_KIN1/SNF1/Nim1_like.27 - CAMK includes calcium/calmodulin depedent protein kinases%2C expressed
24052934	6	24055530	24056575	Os06g40390	Os06g40390	expressed protein
24059283	6	24069342	24072448	Os06g40415	Os06g40415	expressed protein
24074899	6	24076177	24077125	Os06g40420	Os06g40420	expressed protein
24081977	6	24082798	24085156	Os06g40430	Os06g40430	expressed protein
24088509	6	24089903	24091217	Os06g40440	Os06g40440	expressed protein
24088509	6	24091282	24096118	Os06g40450	Os06g40450	targeting protein for Xklp2%2C putative%2C expressed
24100910	6	24102949	24108381	Os06g40460	Os06g40460	expressed protein
24123357	6	24127167	24130368	Os06g40490	Os06g40490	glycosyl hydrolases family 17%2C putative%2C expressed
24136612	6	24139349	24142390	Os06g40500	Os06g40500	expressed protein
24141936	6	24142814	24147311	Os06g40510	Os06g40510	CRAL/TRIO domain containing protein%2C expressed
24175680	6	24175745	24181963	Os06g40550	Os06g40550	ABC-2 type transporter domain containing protein%2C expressed
24178491	6	24182506	24186597	Os06g40560	Os06g40560	26S protease regulatory subunit S10B%2C putative%2C expressed
24183855	6	24187249	24192151	Os06g40570	Os06g40570	GRAM and C2 domains containing protein%2C putative%2C expressed
24189285	6	24194693	24195857	Os06g40580	Os06g40580	expressed protein
24192773	6	24198169	24206081	Os06g40590	Os06g40590	expressed protein
24198160	6	24206615	24212569	Os06g40600	Os06g40600	elongation factor%2C putative%2C expressed
24211994	6	24215332	24217187	Os06g40609	Os06g40609	expressed protein
24218140	6	24218361	24223375	Os06g40620	Os06g40620	SNF7 domain containing protein%2C putative%2C expressed
24218140	6	24223752	24226794	Os06g40630	Os06g40630	SFT2%2C putative%2C expressed
24222519	6	24227136	24229290	Os06g40640	Os06g40640	fructose-bisphospate aldolase isozyme%2C putative%2C expressed
24228171	6	24229308	24234795	Os06g40650	Os06g40650	copine-1%2C putative%2C expressed
24235984	6	24243966	24244379	Os06g40670	Os06g40670	expressed protein
24242099	6	24245078	24252398	Os06g40680	Os06g40680	expressed protein
24257955	6	24258627	24263788	Os06g40700	Os06g40700	OsSub50 - Putative Subtilisin homologue%2C expressed
24262967	6	24264404	24268015	Os06g40704	Os06g40704	stromal membrane-associated protein%2C putative%2C expressed
24266699	6	24268880	24273742	Os06g40710	Os06g40710	Myb-like DNA-binding domain containing protein%2C putative%2C expressed
24266699	6	24273302	24275956	Os06g40720	Os06g40720	EF hand family protein%2C putative%2C expressed
24269108	6	24277339	24282501	Os06g40730	Os06g40730	protein with a conserved N-terminal region%2C putative%2C expressed
24286256	6	24287957	24292740	Os06g40740	Os06g40740	expressed protein
24288642	6	24293278	24295704	Os06g40750	Os06g40750	expressed protein
24288642	6	24296662	24297321	Os06g40760	Os06g40760	expressed protein
24288642	6	24297296	24299140	Os06g40770	Os06g40770	expressed protein
24303884	6	24311420	24316382	Os06g40780	Os06g40780	MONOCULM 1%2C putative%2C expressed
24327599	6	24331142	24331629	Os06g40784	Os06g40784	expressed protein
24327599	6	24332453	24338112	Os06g40790	Os06g40790	MLO domain containing protein%2C putative%2C expressed
24340934	6	24343911	24344459	Os06g40809	Os06g40809	expressed protein
24347134	6	24348623	24354099	Os06g40818	Os06g40818	aspartic proteinase%2C putative%2C expressed
24353192	6	24359240	24364074	Os06g40840	Os06g40840	microtubule associated protein%2C putative%2C expressed
24362316	6	24363116	24366495	Os06g40850	Os06g40850	IQ calmodulin-binding motif family protein%2C putative%2C expressed
24365385	6	24369835	24372848	Os06g40860	Os06g40860	pentatricopeptide%2C putative%2C expressed
24368301	6	24373213	24375212	Os06g40870	Os06g40870	expressed protein
24376164	6	24379827	24382168	Os06g40880	Os06g40880	polygalacturonase%2C putative%2C expressed
24382556	6	24384025	24386078	Os06g40890	Os06g40890	polygalacturonase%2C putative%2C expressed
24386621	6	24388281	24388871	Os06g40910	Os06g40910	cytidine/deoxycytidylate deaminase%2C putative%2C expressed
24388634	6	24390137	24394626	Os06g40920	Os06g40920	NAP domain containing protein%2C putative%2C expressed
24393139	6	24396606	24397036	Os06g40930	Os06g40930	hypothetical protein
24397196	6	24399538	24406050	Os06g40940	Os06g40940	glycine dehydrogenase%2C putative%2C expressed
24419649	6	24425492	24427132	Os06g40950	Os06g40950	DNA-directed RNA polymerase I subunit RPA1%2C putative%2C expressed
24440087	6	24453131	24456495	Os06g40960	Os06g40960	ZOS6-05 - C2H2 zinc finger protein%2C expressed
24453981	6	24460617	24463916	Os06g40970	Os06g40970	expressed protein
24481262	6	24482322	24482603	Os06g40990	Os06g40990	expressed protein
24481262	6	24486123	24486509	Os06g41000	Os06g41000	expressed protein
24481262	6	24491979	24494238	Os06g41010	Os06g41010	zinc finger A20 and AN1 domain-containing stress-associated protein%2C putative%2C expressed
24485813	6	24495060	24500971	Os06g41020	Os06g41020	DUF1680 domain containing protein%2C putative%2C expressed
24499195	6	24502390	24507547	Os06g41030	Os06g41030	DUF1680 domain containing protein%2C putative%2C expressed
24503539	6	24510255	24512549	Os06g41040	Os06g41040	pentatricopeptide%2C putative%2C expressed
24510713	6	24516542	24519256	Os06g41050	Os06g41050	expressed protein
24520689	6	24522165	24527832	Os06g41060	Os06g41060	helix-loop-helix DNA-binding%2C putative%2C expressed
24528647	6	24531826	24533798	Os06g41070	Os06g41070	cytochrome P450%2C putative%2C expressed
24552756	6	24555313	24557973	Os06g41090	Os06g41090	anthranilate phosphoribosyltransferase%2C putative%2C expressed
24561285	6	24561305	24568614	Os06g41100	Os06g41100	transcription factor%2C putative%2C expressed
24568380	6	24574293	24582101	Os06g41110	Os06g41110	tubulin binding cofactor C%2C putative%2C expressed
24579879	6	24586164	24586853	Os06g41120	Os06g41120	expressed protein
24624643	6	24625706	24626736	Os06g41150	Os06g41150	expressed protein
24625864	6	24627692	24628651	Os06g41160	Os06g41160	expressed protein
24666182	6	24668963	24670352	Os06g41210	Os06g41210	hypothetical protein
24677289	6	24680279	24681229	Os06g41240	Os06g41240	expressed protein
24691849	6	24692917	24693641	Os06g41260	Os06g41260	hypothetical protein
24693106	6	24695682	24696077	Os06g41270	Os06g41270	expressed protein
24702006	6	24705663	24705902	Os06g41280	Os06g41280	hypothetical protein
24702006	6	24706807	24707541	Os06g41290	Os06g41290	expressed protein
24710135	6	24712509	24712880	Os06g41300	Os06g41300	expressed protein
24710135	6	24715858	24716430	Os06g41310	Os06g41310	hypothetical protein
24740085	6	24740374	24741421	Os06g41330	Os06g41330	expressed protein
24787329	6	24789412	24793565	Os06g41360	Os06g41360	phosphoribosyl transferase%2C putative%2C expressed
24802706	6	24805546	24808589	Os06g41380	Os06g41380	expressed protein
24806947	6	24808757	24811960	Os06g41384	Os06g41384	zinc finger C-x8-C-x5-C-x3-H type family protein%2C expressed
24812936	6	24814004	24817722	Os06g41390	Os06g41390	N-terminal asparagine amidohydrolase%2C putative%2C expressed
24817118	6	24819853	24830207	Os06g41410	Os06g41410	expressed protein
24829760	6	24831690	24840132	Os06g41440	Os06g41440	expressed protein
24840336	6	24843679	24844760	Os06g41450	Os06g41450	VQ domain containing protein%2C putative%2C expressed
24861022	6	24866897	24871210	Os06g41480	Os06g41480	vrga1%2C putative%2C expressed
24867391	6	24873661	24875062	Os06g41490	Os06g41490	expressed protein
24867391	6	24877424	24879410	Os06g41500	Os06g41500	D-mannose binding lectin family protein%2C expressed
24867391	6	24888616	24891111	Os06g41510	Os06g41510	D-mannose binding lectin family protein%2C expressed
24867391	6	24894276	24895831	Os06g41520	Os06g41520	OsFBX200 - F-box domain containing protein%2C expressed
24867391	6	24901989	24902673	Os06g41540	Os06g41540	expressed protein
24867391	6	24906273	24906512	Os06g41550	Os06g41550	hypothetical protein
24867391	6	24907225	24910005	Os06g41560	Os06g41560	receptor-like protein kinase%2C putative%2C expressed
24867391	6	24913097	24913579	Os06g41570	Os06g41570	hypothetical protein
24913526	6	24916344	24916778	Os06g41580	Os06g41580	LGC1%2C putative%2C expressed
24913526	6	24917130	24920288	Os06g41590	Os06g41590	YIF1B%2C putative%2C expressed
24920456	6	24920864	24921142	Os06g41600	Os06g41600	expressed protein
24920456	6	24928485	24929344	Os06g41630	Os06g41630	expressed protein
24920456	6	24930055	24935193	Os06g41640	Os06g41640	CC-NBS-LRR protein%2C putative%2C expressed
24920456	6	24937484	24937774	Os06g41650	Os06g41650	expressed protein
24920456	6	24938936	24945280	Os06g41660	Os06g41660	CC-NBS-LRR protein%2C putative%2C expressed
24920456	6	24954262	24959578	Os06g41670	Os06g41670	CC-NBS-LRR protein%2C putative%2C expressed
24960990	6	24963374	24964242	Os06g41680	Os06g41680	expressed protein
24978688	6	24982183	24986654	Os06g41700	Os06g41700	expansin precursor%2C putative%2C expressed
24984022	6	24986838	24998104	Os06g41710	Os06g41710	CW-type Zinc Finger%2C putative%2C expressed
25004281	6	25007639	25008267	Os06g41720	Os06g41720	expressed protein
25009037	6	25013591	25019844	Os06g41730	Os06g41730	ARID/BRIGHT DNA-binding domain-containing protein%2C putative%2C expressed
25019583	6	25024626	25034551	Os06g41750	Os06g41750	tetratricopeptide repeat domain containing protein%2C expressed
25040124	6	25041772	25044111	Os06g41770	Os06g41770	bZIP transcription factor domain containing protein%2C expressed
25049140	6	25050893	25055629	Os06g41780	Os06g41780	guanine nucleotide exchange family protein%2C putative%2C expressed
25051368	6	25054769	25058851	Os06g41790	Os06g41790	RNA recognition motif containing protein%2C putative%2C expressed
25061262	6	25066390	25071028	Os06g41800	Os06g41800	dihydroflavonol-4-reductase%2C putative%2C expressed
25071786	6	25073542	25076549	Os06g41810	Os06g41810	reductase%2C putative%2C expressed
25077095	6	25080893	25081930	Os06g41820	Os06g41820	SMP-30/Gluconolaconase/LRE-like region containing protein%2C expressed
25083640	6	25085537	25086526	Os06g41830	Os06g41830	SMP-30/Gluconolaconase/LRE-like region containing protein%2C expressed
25083640	6	25086975	25090185	Os06g41840	Os06g41840	reductase%2C putative%2C expressed
25091076	6	25093242	25094294	Os06g41850	Os06g41850	SMP-30/Gluconolaconase/LRE-like region containing protein%2C expressed
25096209	6	25098250	25099153	Os06g41860	Os06g41860	DNA binding protein%2C putative%2C expressed
25106108	6	25108484	25108867	Os06g41870	Os06g41870	expressed protein
25117711	6	25118149	25126142	Os06g41880	Os06g41880	OsSub51 - Putative Subtilisin homologue%2C expressed
25127809	6	25131758	25132532	Os06g41890	Os06g41890	expressed protein
25142384	6	25145626	25148023	Os06g41910	Os06g41910	expressed protein
25147599	6	25150781	25151236	Os06g41920	Os06g41920	EBNA-1%2C putative%2C expressed
25152841	6	25158295	25164627	Os06g41930	Os06g41930	zinc-binding protein%2C putative%2C expressed
25169787	6	25172041	25172893	Os06g41940	Os06g41940	expressed protein
25169787	6	25173495	25177361	Os06g41950	Os06g41950	hypothetical protein
25179224	6	25183035	25184927	Os06g41960	Os06g41960	lysM-domain containing receptor-like kinase%2C putative%2C expressed
25194689	6	25198242	25200245	Os06g41980	Os06g41980	LYK8%2C putative%2C expressed
25198652	6	25200276	25210534	Os06g41990	Os06g41990	M16 domain containing zinc peptidase%2C putative%2C expressed
25213455	6	25214051	25215325	Os06g42000	Os06g42000	peroxiredoxin%2C putative%2C expressed
25227334	6	25231214	25235898	Os06g42020	Os06g42020	CSLA9 - cellulose synthase-like family A%2C expressed
25233662	6	25235281	25242965	Os06g42030	Os06g42030	potassium transporter%2C putative%2C expressed
25240549	6	25245897	25246346	Os06g42040	Os06g42040	expressed protein
25254532	6	25259473	25261159	Os06g42050	Os06g42050	hypothetical protein
25265696	6	25268632	25270617	Os06g42060	Os06g42060	expressed protein
25265696	6	25271744	25273844	Os06g42070	Os06g42070	expressed protein
25285510	6	25289293	25290483	Os06g42100	Os06g42100	expressed protein
25288044	6	25291548	25292056	Os06g42110	Os06g42110	expressed protein
25289910	6	25292060	25293333	Os06g42120	Os06g42120	sulfotransferase domain containing protein%2C expressed
25293771	6	25295991	25297316	Os06g42130	Os06g42130	leucoanthocyanidin dioxygenase%2C putative%2C expressed
25300533	6	25304126	25304341	Os06g42140	Os06g42140	bZIP transcription factor%2C putative%2C expressed
25300533	6	25305345	25305638	Os06g42150	Os06g42150	expressed protein
25313670	6	25315703	25316474	Os06g42164	Os06g42164	expressed protein
25319329	6	25322420	25324328	Os06g42180	Os06g42180	expressed protein
25340756	6	25343337	25343969	Os06g42205	Os06g42205	expressed protein
25342723	6	25345433	25346334	Os06g42210	Os06g42210	expressed protein
25342723	6	25347173	25348647	Os06g42220	Os06g42220	TOO MANY MOUTHS precursor%2C putative%2C expressed
25386465	6	25386653	25389517	Os06g42270	Os06g42270	expressed protein
25405720	6	25410601	25418246	Os06g42310	Os06g42310	beta-galactosidase precursor%2C putative%2C expressed
25413618	6	25419131	25419361	Os06g42320	Os06g42320	expressed protein
25421189	6	25422737	25423186	Os06g42330	Os06g42330	expressed protein
25475692	6	25478609	25479510	Os06g42390	Os06g42390	expressed protein
25475692	6	25489102	25492177	Os06g42410	Os06g42410	expressed protein
25475692	6	25498385	25501755	Os06g42430	Os06g42430	expressed protein
25502651	6	25505188	25508187	Os06g42440	Os06g42440	expressed protein
25511811	6	25512488	25512940	Os06g42450	Os06g42450	expressed protein
25517871	6	25521434	25522478	Os06g42460	Os06g42460	ligA%2C putative%2C expressed
25521019	6	25524537	25525259	Os06g42470	Os06g42470	expressed protein
25534230	6	25536667	25537447	Os06g42480	Os06g42480	hypothetical protein
25543119	6	25543344	25546480	Os06g42490	Os06g42490	expressed protein
25565214	6	25579743	25581891	Os06g42530	Os06g42530	hypothetical protein
25565214	6	25582962	25585092	Os06g42540	Os06g42540	expressed protein
25583880	6	25587553	25587789	Os06g42550	Os06g42550	expressed protein
25583880	6	25590233	25594488	Os06g42560	Os06g42560	tryptophan synthase beta chain 2%2C putative%2C expressed
25604875	6	25620940	25622315	Os06g42610	Os06g42610	cytochrome P450%2C putative%2C expressed
25627958	6	25628956	25629807	Os06g42620	Os06g42620	expressed protein
25627958	6	25633143	25636382	Os06g42630	Os06g42630	B3 DNA binding domain containing protein%2C expressed
25650624	6	25655524	25656230	Os06g42660	Os06g42660	expressed protein
25666452	6	25669987	25671944	Os06g42680	Os06g42680	phytosulfokines 1 precursor%2C putative%2C expressed
25675640	6	25676966	25677490	Os06g42690	Os06g42690	bZIP transcription factor domain containing protein%2C expressed
25675640	6	25680944	25682275	Os06g42700	Os06g42700	zinc finger%2C C3HC4 type domain containing protein%2C expressed
25686861	6	25690097	25693908	Os06g42720	Os06g42720	amino acid transporter%2C putative%2C expressed
25696545	6	25698741	25702801	Os06g42730	Os06g42730	OsPOP14 - Putative Prolyl Oligopeptidase homologue%2C expressed
25701219	6	25704041	25705018	Os06g42740	Os06g42740	expressed protein
25701219	6	25708677	25710719	Os06g42754	Os06g42754	expressed protein
25704926	6	25711868	25714681	Os06g42770	Os06g42770	type II intron maturase protein%2C putative%2C expressed
25713678	6	25715151	25715938	Os06g42780	Os06g42780	hypothetical protein
25715606	6	25718151	25722192	Os06g42790	Os06g42790	hydrolase%2C NUDIX family%2C domain containing protein%2C expressed
25724954	6	25727513	25733221	Os06g42800	Os06g42800	STRUBBELIG-RECEPTOR FAMILY 8 precursor%2C putative%2C expressed
25736924	6	25737416	25741547	Os06g42810	Os06g42810	UBA and UBX domain-containing protein%2C putative%2C expressed
25736924	6	25741860	25743140	Os06g42824	Os06g42824	expressed protein
25742494	6	25745848	25746138	Os06g42840	Os06g42840	expressed protein
25742494	6	25747063	25749944	Os06g42850	Os06g42850	extracellular ligand-gated ion channel%2C putative%2C expressed
25749676	6	25754838	25757427	Os06g42860	Os06g42860	triacylglycerol lipase precursor%2C putative%2C expressed
25766851	6	25767850	25769663	Os06g42890	Os06g42890	DNA binding protein%2C putative%2C expressed
25768863	6	25785598	25787707	Os06g42910	Os06g42910	expressed protein
25789358	6	25792435	25793049	Os06g42920	Os06g42920	hypothetical protein
25791468	6	25793446	25793753	Os06g42930	Os06g42930	expressed protein
25795851	6	25826903	25828081	Os06g42990	Os06g42990	AP2 domain containing protein%2C expressed
25829959	6	25832641	25836854	Os06g43000	Os06g43000	nitrate-induced NOI protein%2C expressed
25838951	6	25852024	25852317	Os06g43010	Os06g43010	expressed protein
25855335	6	25857436	25863968	Os06g43020	Os06g43020	expressed protein
25865632	6	25867747	25870244	Os06g43030	Os06g43030	protein kinase domain containing protein%2C expressed
25869383	6	25870091	25876328	Os06g43044	Os06g43044	GDSL-like lipase/acylhydrolase%2C putative%2C expressed
25875647	6	25880229	25880838	Os06g43060	Os06g43060	expressed protein
25878786	6	25883985	25884278	Os06g43070	Os06g43070	expressed protein
25890235	6	25895947	25896426	Os06g43080	Os06g43080	expressed protein
25893136	6	25899442	25900817	Os06g43090	Os06g43090	MYB transcription factor TaMYB1%2C putative%2C expressed
25904501	6	25906844	25907321	Os06g43100	Os06g43100	hypothetical protein
25915999	6	25918412	25926334	Os06g43120	Os06g43120	zinc finger C-x8-C-x5-C-x3-H type family protein%2C expressed
25926545	6	25928014	25930634	Os06g43130	Os06g43130	tic21%2C putative%2C expressed
25926545	6	25932429	25935032	Os06g43140	Os06g43140	GA16396-PA%2C putative%2C expressed
25938953	6	25941640	25943653	Os06g43160	Os06g43160	exostosin family domain containing protein%2C expressed
25955434	6	25959364	25963504	Os06g43180	Os06g43180	cyclase family protein%2C putative%2C expressed
25963491	6	25967860	25974644	Os06g43210	Os06g43210	zinc finger%2C C3HC4 type domain containing protein%2C expressed
25972844	6	25976986	25980815	Os06g43220	Os06g43220	AP2 domain containing protein%2C expressed
25981130	6	25984225	25985171	Os06g43230	Os06g43230	hypothetical protein
25981130	6	25990413	25993227	Os06g43250	Os06g43250	expressed protein
25992554	6	25993666	25995755	Os06g43260	Os06g43260	expressed protein
25997236	6	26003181	26007060	Os06g43270	Os06g43270	protein kinase domain containing protein%2C expressed
